fa_ffcl_shrt,scenario,decade,contnnt,spatial_scale,mean,median,sd,min,max,n_model,agreement,wilcox_p,SD > mean,Loss,,,,,,,,,,,
Montenegro,ssp126,2091-2100,Europe,countries,-2.57601796,-2.315159448,7.404462588,-14.08048426,5.988262907,10,60,2.75E-10,,0.85898396,,,,,,,,,,,
Latvia,ssp585,2041-2050,Europe,countries,-1.988734394,-0.819978379,5.782740238,-12.02035802,7.098448089,10,60,0.337543563,,,,,,,,,,,,,
Montenegro,ssp585,2091-2100,Europe,countries,-18.26755277,-24.65532148,21.6924972,-40.73505374,31.14192394,10,80,2.75E-10,,,,,,,,,,,,,
Sweden,ssp126,2041-2050,Europe,countries,-1.721743564,0.486421766,6.429796861,-11.83490462,7.853079047,10,50,0.004862481,,,,,,,,,,,,,
Netherlands (Kingdom of the),ssp126,2091-2100,Europe,countries,-7.353032524,-7.091820978,7.963038868,-21.80315628,2.219373429,10,80,5.60E-15,,0.691320357,,,,,,,,,,,
Montenegro,ssp585,2041-2050,Europe,countries,-1.635373799,-2.574160257,5.656411203,-8.63112711,7.868091098,10,60,4.93E-06,,,,,,,,,,,,,
Netherlands (Kingdom of the),ssp585,2091-2100,Europe,countries,-23.82091816,-24.18993379,14.92085437,-49.28524856,-1.799202053,10,100,5.60E-15,,,,,,,,,,,,,
Italy,ssp585,2041-2050,Europe,countries,-1.387930131,-2.155623323,13.64850029,-20.07242949,25.61427917,10,60,1.43E-07,,,,,,,,,,,,,
Norway,ssp126,2091-2100,Europe,countries,-9.150282929,-10.702124,7.154291183,-17.56878249,6.738455676,10,90,4.98E-26,,0.670837848,,,,,,,,,,,
Iceland,ssp585,2041-2050,Europe,countries,-1.377560876,-2.282777653,10.73124945,-13.68296079,24.91576043,10,60,0.038152231,,,,,,,,,,,,,
Norway,ssp585,2091-2100,Europe,countries,-27.79870915,-25.2734963,10.2771632,-45.86506632,-15.74379473,10,100,4.98E-26,,,,,,,,,,,,,
Estonia,ssp585,2041-2050,Europe,countries,-1.069017273,-1.178473365,7.423075351,-11.97436718,9.879571359,10,60,0.029750645,,,,,,,,,,,,,
Poland,ssp126,2091-2100,Europe,countries,-3.16530277,-2.917791151,5.505592171,-11.5602386,4.547820157,10,60,8.14E-07,,0.778638299,,,,,,,,,,,
Greece,ssp585,2041-2050,Europe,countries,-0.181783515,-2.034714006,6.668779838,-8.587248583,15.02235958,10,60,1.41E-11,,,,,,,,,,,,,
Poland,ssp585,2091-2100,Europe,countries,-14.29923403,-15.4110619,17.66745012,-40.8240602,12.54124241,10,80,8.14E-07,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,ssp585,2041-2050,Europe,countries,0.098489735,-1.074108852,7.592235456,-10.63667317,15.92069091,10,60,5.67E-09,,,,,,,,,,,,,
Portugal,ssp126,2091-2100,Europe,countries,-23.41946594,-23.4898487,7.107920532,-36.41583623,-9.93984053,10,100,0.867077246,,0.100482758,,,,,,,,,,,
Malta,ssp585,2041-2050,Europe,countries,0.459682992,-5.429394578,17.51025827,-17.08241348,38.65403807,10,60,0.066327085,,,,,,,,,,,,,
Portugal,ssp585,2091-2100,Europe,countries,-26.03559426,-14.95955089,29.43613294,-67.20790385,22.40638114,10,90,0.867077246,,,,,,,,,,,,,
Faroe Islands,ssp585,2041-2050,Europe,countries,0.897655605,0.793900511,13.89504364,-13.47915841,34.47805564,10,50,0.001150286,,,,,,,,,,,,,
Portugal (Azores Islands),ssp126,2091-2100,Europe,countries,-28.55353913,-29.10015365,4.370960218,-35.44844588,-21.16532154,10,100,1.79E-29,,0.527059494,,,,,,,,,,,
Sweden,ssp585,2041-2050,Europe,countries,1.368535234,1.64390462,5.885088713,-6.83650577,10.70456725,10,60,0.004862481,,,,,,,,,,,,,
Portugal (Azores Islands),ssp585,2091-2100,Europe,countries,-60.37448419,-58.62116829,11.99742222,-79.44997724,-45.9375234,10,100,1.79E-29,,,,,,,,,,,,,
Finland,ssp126,2041-2050,Europe,countries,2.390420005,2.907574222,10.88024694,-16.17777144,18.73960614,10,50,0.040007801,,,,,,,,,,,,,
Romania,ssp126,2091-2100,Europe,countries,18.81864068,-2.285565248,62.42044287,-6.549379247,195.3070622,10,80,0.000320809,,-0.843367582,,,,,,,,,,,
Georgia,ssp585,2041-2050,Europe,countries,3.068893691,1.739642926,14.08618121,-13.35489751,35.31228499,10,60,0.000107066,,,,,,,,,,,,,
Romania,ssp585,2091-2100,Europe,countries,10.20883782,-4.465571562,51.25834405,-34.26992751,106.8903731,10,70,0.000320809,,,,,,,,,,,,,
Ireland,ssp585,2041-2050,Europe,countries,3.440798394,3.040527441,11.44152293,-11.60320598,19.87116556,10,60,4.39E-14,,,,,,,,,,,,,
Russian Federation,ssp126,2091-2100,Europe,countries,-5.237585777,-4.376392331,4.583143476,-12.58177774,1.717186334,10,90,2.15E-19,,0.735128335,,,,,,,,,,,
Malta,ssp126,2041-2050,Europe,countries,3.777500996,-1.735560467,15.6490668,-15.38081234,27.08017452,10,50,0.066327085,,,,,,,,,,,,,
Russian Federation,ssp585,2091-2100,Europe,countries,-19.77405086,-17.78672865,11.89320268,-44.45505368,-2.638161719,10,100,2.15E-19,,,,,,,,,,,,,
Montenegro,ssp126,2041-2050,Europe,countries,4.416663508,4.737307629,4.795561875,-2.038994702,15.47133183,10,90,4.93E-06,,,,,,,,,,,,,
Spain,ssp126,2091-2100,Europe,countries,-15.26053186,-13.08047677,8.67178993,-28.95575908,-3.595038595,10,100,7.35E-20,,0.571522515,,,,,,,,,,,
Albania,ssp585,2041-2050,Europe,countries,4.710696301,2.573651361,9.029499215,-3.058577065,14.61701461,3,66.66666667,0.042996232,,,,,,,,,,,,,
Spain,ssp585,2091-2100,Europe,countries,-35.61571468,-36.74720728,10.52124284,-45.29154533,-13.6276871,10,100,7.35E-20,,,,,,,,,,,,,
Finland,ssp585,2041-2050,Europe,countries,5.893055966,5.415717824,8.955156301,-7.335702252,20.84464881,10,70,0.040007801,,,,,,,,,,,,,
Svalbard Islands,ssp126,2091-2100,Europe,countries,-6.759826846,-3.534934499,13.39893664,-32.90389305,8.448591226,10,50,5.53E-13,,0.695128178,,,,,,,,,,,
Canary Islands,ssp126,2041-2050,Europe,countries,9.144235576,12.50172397,17.358173,-11.82798765,47.66343186,10,70,0.066327085,,,,,,,,,,,,,
Svalbard Islands,ssp585,2091-2100,Europe,countries,-22.17268494,-25.59499657,13.54052144,-46.62805905,1.306462125,10,90,5.53E-13,,,,,,,,,,,,,
Albania,ssp126,2041-2050,Europe,countries,10.33727135,9.35013844,6.563370739,4.323379625,17.33829598,3,100,0.042996232,,,,,,,,,,,,,
Sweden,ssp126,2091-2100,Europe,countries,-1.085836289,1.359462635,8.972565515,-13.14062111,15.55458809,10,60,0.903732421,,0.52025438,,,,,,,,,,,
Italy,ssp126,2041-2050,Europe,countries,10.66036715,14.44847514,9.908106444,-5.365482153,26.54668268,10,80,1.43E-07,,,,,,,,,,,,,
Sweden,ssp585,2091-2100,Europe,countries,-2.263358423,1.020838858,16.30172149,-29.74072432,21.63850413,10,50,0.903732421,,,,,,,,,,,,,
Greece,ssp126,2041-2050,Europe,countries,12.77173698,12.23146318,6.902592089,-3.225055527,23.44992186,10,90,1.41E-11,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,ssp126,2091-2100,Europe,countries,-5.878711864,-6.74227265,6.209279019,-12.66738771,9.300331477,10,90,1.13E-22,,0.752897101,,,,,,,,,,,
Canary Islands,ssp585,2041-2050,Europe,countries,15.36995209,14.62946763,21.36724757,-6.309409708,67.02218972,10,70,0.066327085,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,ssp585,2091-2100,Europe,countries,-23.79054184,-23.45840046,10.00976281,-38.13932205,-2.510387115,10,100,1.13E-22,,,,,,,,,,,,,
American Samoa,ssp126,2041-2050,Oceania,countries,-10.20028873,-9.119775659,8.229097412,-22.75351852,-0.358915286,10,100,0.006139048,,,,,,,,,,,,,
American Samoa,ssp126,2091-2100,Oceania,countries,-7.660941648,-4.38093898,7.24883781,-19.59146623,0.166851734,10,90,6.95E-09,,0.726458654,,,,,,,,,,,
American Samoa,ssp585,2041-2050,Oceania,countries,-14.40054382,-14.13574509,10.96206649,-33.70324181,-0.400104746,10,100,0.006139048,,,,,,,,,,,,,
American Samoa,ssp585,2091-2100,Oceania,countries,-28.00652175,-17.83814342,25.7011924,-68.72388446,5.236876278,10,90,6.95E-09,,,,,,,,,,,,,
Australia,ssp126,2041-2050,Oceania,countries,-4.174524084,-4.451292666,3.891782798,-8.883328865,1.675624916,10,90,1.34E-11,,,,,,,,,,,,,
Australia,ssp126,2091-2100,Oceania,countries,-5.180598028,-4.091580947,3.396249324,-11.8347924,-0.372050107,10,100,7.95E-26,,0.780135039,,,,,,,,,,,
Australia,ssp585,2041-2050,Oceania,countries,-9.768449869,-11.35204444,3.306756203,-13.66851129,-3.230105599,10,100,1.34E-11,0.608695652,,,,,,,,,,,,
Australia,ssp585,2091-2100,Oceania,countries,-23.56263591,-26.15827317,10.78543495,-38.69726441,-3.725866353,10,100,7.95E-26,,,,,,,,,,,,,
Australia (Macquarie Island),ssp126,2041-2050,Oceania,countries,-8.598531729,-7.150937825,5.854744556,-18.20534901,-0.649601824,10,100,0.433564787,,,,,,,,,,,,,
Australia (Macquarie Island),ssp126,2091-2100,Oceania,countries,-12.92971179,-12.8723699,7.962677574,-29.1377192,0.155800669,10,90,1.77E-05,,0.296528868,,,,,,,,,,,
Australia (Macquarie Island),ssp585,2041-2050,Oceania,countries,-7.924447562,-7.550605219,6.066913286,-19.54809932,0.270743711,10,90,0.433564787,,,,,,,,,,,,,
Australia (Macquarie Island),ssp585,2091-2100,Oceania,countries,-18.37987545,-19.62762938,12.90574807,-38.85846671,3.736385632,10,80,1.77E-05,,,,,,,,,,,,,
Christmas Island,ssp126,2041-2050,Oceania,countries,-6.51413791,-5.338975471,7.036251531,-15.74150539,4.053619865,10,80,0.194060227,,,,,,,,,,,,,
Christmas Island,ssp126,2091-2100,Oceania,countries,-6.151328589,-4.659707366,7.123007765,-19.0043833,2.548284246,10,80,7.55E-07,,0.67045077,,,,,,,,,,,
Christmas Island,ssp585,2041-2050,Oceania,countries,-9.497896599,-8.470549747,6.921314938,-19.60235844,-1.284565027,10,100,0.194060227,,,,,,,,,,,,,
Christmas Island,ssp585,2091-2100,Oceania,countries,-18.66588668,-17.82657463,18.07948083,-44.03699057,3.27371584,10,70,7.55E-07,,,,,,,,,,,,,
Clipperton Island,ssp126,2041-2050,Oceania,countries,-4.336178868,-1.37110964,11.38011729,-23.49858595,11.42068047,10,50,0.327788905,,,,,,,,,,,,,
Clipperton Island,ssp126,2091-2100,Oceania,countries,-3.271838654,-3.782001475,9.899579528,-15.71009424,12.42801742,10,70,4.59E-18,,0.884340745,,,,,,,,,,,
Clipperton Island,ssp585,2041-2050,Oceania,countries,-6.089959007,-6.110829296,9.524891333,-22.01963827,8.50188948,10,70,0.327788905,,,,,,,,,,,,,
Clipperton Island,ssp585,2091-2100,Oceania,countries,-28.28860217,-25.48728514,17.00738342,-58.11601031,-7.09081314,10,100,4.59E-18,,,,,,,,,,,,,
Cocos (Keeling) Islands,ssp126,2041-2050,Oceania,countries,-7.358674418,-6.767688344,5.502796492,-15.96839394,1.752149715,10,90,0.349996413,,,,,,,,,,,,,
Cocos (Keeling) Islands,ssp126,2091-2100,Oceania,countries,-9.130016909,-6.931345026,8.037198376,-29.90551357,-1.007690453,10,100,1.03E-07,,0.540657375,,,,,,,,,,,
Cocos (Keeling) Islands,ssp585,2041-2050,Oceania,countries,-9.465025624,-7.435903042,6.080990758,-21.79426672,-4.624164557,10,100,0.349996413,,,,,,,,,,,,,
Cocos (Keeling) Islands,ssp585,2091-2100,Oceania,countries,-19.87626754,-18.86323084,16.37034737,-48.65094313,-0.55160621,10,100,1.03E-07,,,,,,,,,,,,,
Cook Islands,ssp126,2041-2050,Oceania,countries,-4.728747776,-3.127966083,6.06991545,-14.46963334,4.202761328,10,80,0.000221465,,,,,,,,,,,,,
Cook Islands,ssp126,2091-2100,Oceania,countries,-2.690369497,-1.858385909,4.367302855,-10.05631054,2.84181756,10,70,8.90E-18,,0.899351173,,,,,,,,,,,
Cook Islands,ssp585,2041-2050,Oceania,countries,-9.138064522,-8.814054112,6.293495471,-19.6283095,-0.599757445,10,100,0.000221465,,,,,,,,,,,,,
Cook Islands,ssp585,2091-2100,Oceania,countries,-26.73026173,-17.41858043,21.87834573,-61.89774946,-2.004826417,10,100,8.90E-18,,,,,,,,,,,,,
Fiji,ssp126,2041-2050,Oceania,countries,0.552579002,2.384881484,11.56541454,-12.66705724,19.30251933,10,50,0.022409942,,,,,,,,,,,,,
Fiji,ssp126,2091-2100,Oceania,countries,-2.869021042,1.585971476,13.63733414,-21.08641587,12.69073544,10,50,0.000124373,,0.857037336,,,,,,,,,,,
Fiji,ssp585,2041-2050,Oceania,countries,-5.684754113,1.429939136,16.42007266,-29.63327064,13.95200332,10,50,0.022409942,,,,,,,,,,,,,
Fiji,ssp585,2091-2100,Oceania,countries,-20.06832383,-4.634143975,28.64745648,-60.65018371,10.10611505,10,70,0.000124373,,,,,,,,,,,,,
French Polynesia,ssp126,2041-2050,Oceania,countries,-6.2395358,-5.12410493,4.573820897,-14.48012861,-0.780410117,10,100,0.002772201,,,,,,,,,,,,,
French Polynesia,ssp126,2091-2100,Oceania,countries,-3.49443355,-3.428638776,2.84898615,-7.997405972,0.44285985,10,80,2.23E-21,,0.876319274,,,,,,,,,,,
French Polynesia,ssp585,2041-2050,Oceania,countries,-10.38192584,-8.176546831,7.479252544,-25.79557069,-0.853598964,10,100,0.002772201,,,,,,,,,,,,,
French Polynesia,ssp585,2091-2100,Oceania,countries,-28.25366297,-21.20334827,18.8860448,-58.65184708,-2.771177943,10,100,2.23E-21,,,,,,,,,,,,,
Guam,ssp126,2041-2050,Oceania,countries,-0.922796188,-0.209159306,17.25606626,-24.05637237,29.71997217,10,50,0.551866737,,,,,,,,,,,,,
Guam,ssp126,2091-2100,Oceania,countries,-6.269349964,-3.870912765,10.15986436,-20.05582902,7.455647185,10,70,0.287285276,,3.369981878,,,,,,,,,,,
Guam,ssp585,2041-2050,Oceania,countries,-2.269199489,-3.921915484,18.44999337,-28.25964074,22.73072691,10,60,0.551866737,,,,,,,,,,,,,
Guam,ssp585,2091-2100,Oceania,countries,2.645315571,10.37774531,53.08720212,-64.50228733,85.43922283,10,50,0.287285276,,,,,,,,,,,,,
Heard Island and McDonald Islands,ssp126,2041-2050,Oceania,countries,-3.702076648,-3.592654585,2.929949267,-9.33160169,0.781954888,10,80,0.632876182,,,,,,,,,,,,,
Heard Island and McDonald Islands,ssp126,2091-2100,Oceania,countries,-6.838164003,-6.313853302,3.89394935,-13.63367207,-0.115328891,10,100,1.55E-10,,0.545691519,,,,,,,,,,,
Heard Island and McDonald Islands,ssp585,2041-2050,Oceania,countries,-3.970492346,-4.484995266,3.342785738,-8.268729946,2.050348122,10,80,0.632876182,,,,,,,,,,,,,
Heard Island and McDonald Islands,ssp585,2091-2100,Oceania,countries,-15.05180795,-15.97195054,10.85980039,-32.1028079,4.571548475,10,90,1.55E-10,,,,,,,,,,,,,
Howland and Baker Islands,ssp126,2041-2050,Oceania,countries,-5.334716663,-4.689235167,3.265355502,-12.52150651,-0.979991439,10,100,0.443674865,,,,,,,,,,,,,
Howland and Baker Islands,ssp126,2091-2100,Oceania,countries,-3.1109649,-2.839442387,4.672362768,-11.96863198,4.949697737,10,80,5.34E-19,,0.900539603,,,,,,,,,,,
Howland and Baker Islands,ssp585,2041-2050,Oceania,countries,-3.184942971,-3.393522473,6.096744918,-11.1716855,5.653593895,10,70,0.443674865,,,,,,,,,,,,,
Howland and Baker Islands,ssp585,2091-2100,Oceania,countries,-31.27842822,-31.21465406,17.36228095,-57.02395006,10.14883791,10,90,5.34E-19,,,,,,,,,,,,,
Jarvis Island,ssp126,2041-2050,Oceania,countries,-7.557127687,-6.343377746,3.318444043,-13.66636954,-3.957713195,10,100,0.691330078,,,,,,,,,,,,,
Jarvis Island,ssp126,2091-2100,Oceania,countries,-5.3922127,-5.559278272,4.874595441,-16.33991238,2.20889689,10,90,8.63E-16,,0.799942849,,,,,,,,,,,
Jarvis Island,ssp585,2041-2050,Oceania,countries,-5.984521525,-6.161220009,6.100716607,-16.26969374,3.82251126,10,90,0.691330078,,,,,,,,,,,,,
Jarvis Island,ssp585,2091-2100,Oceania,countries,-26.95336144,-30.75950652,20.88200846,-56.13891486,23.99368778,10,90,8.63E-16,,,,,,,,,,,,,
Johnston Atoll,ssp126,2041-2050,Oceania,countries,-7.676781233,-1.877952528,16.77396593,-31.76649356,17.58694314,10,60,0.901797374,,,,,,,,,,,,,
Johnston Atoll,ssp126,2091-2100,Oceania,countries,-8.593184475,-2.573770195,12.37268555,-24.70932087,4.227140025,10,70,0.806022405,,0.341453856,,,,,,,,,,,
Johnston Atoll,ssp585,2041-2050,Oceania,countries,-7.257156251,-0.235632357,13.499451,-25.78976762,8.274864941,10,50,0.901797374,,,,,,,,,,,,,
Johnston Atoll,ssp585,2091-2100,Oceania,countries,-13.04872036,-2.60909972,38.13142195,-61.79882949,30.63241517,10,60,0.806022405,,,,,,,,,,,,,
Kiribati (Gilbert Islands),ssp126,2041-2050,Oceania,countries,-6.477807207,-6.331467817,3.156288846,-11.90406975,-0.630435635,10,100,0.757254059,,,,,,,,,,,,,
Kiribati (Gilbert Islands),ssp126,2091-2100,Oceania,countries,-2.406101305,-1.629262722,5.760782252,-10.26722761,7.198553586,10,70,8.61E-27,,0.939135388,,,,,,,,,,,
Kiribati (Gilbert Islands),ssp585,2041-2050,Oceania,countries,-4.153273885,-4.641396667,5.240100364,-10.80546534,3.859077157,10,80,0.757254059,,,,,,,,,,,,,
Kiribati (Gilbert Islands),ssp585,2091-2100,Oceania,countries,-39.53202404,-45.45895534,15.68141604,-60.2033694,-3.730525338,10,100,8.61E-27,,,,,,,,,,,,,
Kiribati (Line Islands),ssp126,2041-2050,Oceania,countries,-3.307242687,-3.017468342,2.193917474,-6.215248089,-0.623998537,10,100,0.059090699,,,,,,,,,,,,,
Kiribati (Line Islands),ssp126,2091-2100,Oceania,countries,-2.303815931,-3.321454374,3.448803351,-7.354660941,3.984530752,10,70,6.96E-19,,0.91329164,,,,,,,,,,,
Kiribati (Line Islands),ssp585,2041-2050,Oceania,countries,-4.922742061,-4.892495104,6.109059544,-13.35870123,3.642034847,10,80,0.059090699,,,,,,,,,,,,,
Kiribati (Line Islands),ssp585,2091-2100,Oceania,countries,-26.56970954,-30.42705805,20.10636071,-50.62622938,25.83282391,10,90,6.96E-19,,,,,,,,,,,,,
Kiribati (Phoenix Islands),ssp126,2041-2050,Oceania,countries,-6.130699774,-6.456041255,2.869347217,-9.292406358,-1.232632551,10,100,0.888269013,,,,,,,,,,,,,
Kiribati (Phoenix Islands),ssp126,2091-2100,Oceania,countries,-3.936071272,-4.706510799,3.509464557,-8.217227492,3.142282948,10,90,1.93E-24,,0.897088998,,,,,,,,,,,
Kiribati (Phoenix Islands),ssp585,2041-2050,Oceania,countries,-5.687071907,-5.507023269,6.332675467,-14.31543465,4.070962295,10,90,0.888269013,,,,,,,,,,,,,
Kiribati (Phoenix Islands),ssp585,2091-2100,Oceania,countries,-38.24733212,-40.9240309,15.31302383,-60.59352935,-1.753058484,10,100,1.93E-24,,,,,,,,,,,,,
Marshall Islands,ssp126,2041-2050,Oceania,countries,-6.097865339,-1.532017583,10.95491967,-19.7712295,8.851602769,10,50,0.005612839,,,,,,,,,,,,,
Marshall Islands,ssp126,2091-2100,Oceania,countries,-7.965859373,-4.651770395,6.032672606,-16.68547746,-1.003383093,10,100,2.83E-10,,0.731735934,,,,,,,,,,,
Marshall Islands,ssp585,2041-2050,Oceania,countries,-10.47201813,-7.811112762,7.67174904,-20.86848928,2.687971738,10,90,0.005612839,,,,,,,,,,,,,
Marshall Islands,ssp585,2091-2100,Oceania,countries,-29.69409765,-21.11476641,24.79139988,-63.31684108,1.758678856,10,80,2.83E-10,,,,,,,,,,,,,
Micronesia (Federated States of),ssp126,2041-2050,Oceania,countries,-10.86348777,-5.810167845,10.93023949,-27.03559779,4.130108314,10,90,0.006139048,,,,,,,,,,,,,
Micronesia (Federated States of),ssp126,2091-2100,Oceania,countries,-9.310773705,-3.900888912,8.991551185,-21.15900357,2.017761027,10,90,2.88E-19,,0.771040872,,,,,,,,,,,
Micronesia (Federated States of),ssp585,2041-2050,Oceania,countries,-15.60065474,-16.18749305,7.497001678,-26.12386125,-1.661447111,10,100,0.006139048,,,,,,,,,,,,,
Micronesia (Federated States of),ssp585,2091-2100,Oceania,countries,-40.66565856,-38.25987262,23.89864634,-72.39095992,-4.648893545,10,100,2.88E-19,,,,,,,,,,,,,
Nauru,ssp126,2041-2050,Oceania,countries,-8.00266002,-7.921999245,3.218886417,-12.49759647,-0.855003195,10,100,0.617305328,,,,,,,,,,,,,
Nauru,ssp126,2091-2100,Oceania,countries,-4.685960381,-2.405524057,6.596954103,-15.02331955,3.431604579,10,70,1.53E-27,,0.898925066,,,,,,,,,,,
Nauru,ssp585,2041-2050,Oceania,countries,-6.928709952,-7.190415646,4.466373506,-13.05976312,-1.158782123,10,100,0.617305328,,,,,,,,,,,,,
Nauru,ssp585,2091-2100,Oceania,countries,-46.36125089,-54.69317173,18.0319048,-64.50356186,-6.166511986,10,100,1.53E-27,,,,,,,,,,,,,
New Caledonia,ssp126,2041-2050,Oceania,countries,-2.805657075,-0.425568352,6.857545445,-12.77469918,5.76234732,10,50,7.13E-06,,,,,,,,,,,,,
New Caledonia,ssp126,2091-2100,Oceania,countries,-6.31172357,-1.211444922,11.42434871,-23.48805299,5.009590789,10,50,1.69E-11,,0.783273738,,,,,,,,,,,
New Caledonia,ssp585,2041-2050,Oceania,countries,-11.39854917,-5.681319868,12.27549992,-28.57543414,3.221918227,10,90,7.13E-06,,,,,,,,,,,,,
New Caledonia,ssp585,2091-2100,Oceania,countries,-29.12302137,-17.76082252,22.11774397,-60.89250741,-5.650683258,10,100,1.69E-11,,,,,,,,,,,,,
New Zealand,ssp126,2041-2050,Oceania,countries,-5.735141473,-5.751474705,3.192733257,-10.72508493,1.130719097,10,90,5.47E-10,,,,,,,,,,,,,
New Zealand,ssp126,2091-2100,Oceania,countries,-7.662246086,-8.912641698,4.582275609,-13.56548122,1.879899813,10,90,3.75E-30,,0.707684911,,,,,,,,,,,
New Zealand,ssp585,2041-2050,Oceania,countries,-9.595212345,-8.771407871,2.813864825,-14.21681473,-4.754172381,10,100,5.47E-10,,,,,,,,,,,,,
New Zealand,ssp585,2091-2100,Oceania,countries,-26.21228382,-25.19331334,7.972207821,-35.9889964,-11.56132882,10,100,3.75E-30,,,,,,,,,,,,,
Niue,ssp126,2041-2050,Oceania,countries,-2.030521931,0.556583676,8.515993968,-15.83273417,8.187216297,10,50,0.106558152,,,,,,,,,,,,,
Niue,ssp126,2091-2100,Oceania,countries,-4.138230517,-0.936115031,8.953428629,-19.90585758,4.748543647,10,50,0.002378743,,0.769257767,,,,,,,,,,,
Niue,ssp585,2041-2050,Oceania,countries,-5.844235574,-0.127305706,12.64583309,-24.70202242,7.073407856,10,60,0.106558152,,,,,,,,,,,,,
Niue,ssp585,2091-2100,Oceania,countries,-17.93443037,-5.941948082,27.77700138,-57.44983747,21.63131375,10,80,0.002378743,,,,,,,,,,,,,
Norfolk Island,ssp126,2041-2050,Oceania,countries,-3.080226714,-3.27221937,5.716654291,-13.83849258,9.253430991,10,90,1.30E-12,,,,,,,,,,,,,
Norfolk Island,ssp126,2091-2100,Oceania,countries,-4.461534698,-2.140917604,5.677907619,-16.70098724,2.190739971,10,90,9.95E-28,,0.884408923,,,,,,,,,,,
Norfolk Island,ssp585,2041-2050,Oceania,countries,-17.55266016,-14.66479606,11.65226537,-37.57002692,-1.536856845,10,100,1.30E-12,,,,,,,,,,,,,
Norfolk Island,ssp585,2091-2100,Oceania,countries,-38.59757017,-40.32187271,19.9452992,-63.66477835,-5.940834033,10,100,9.95E-28,,,,,,,,,,,,,
Northern Mariana Islands,ssp126,2041-2050,Oceania,countries,0.207149054,-0.004438836,9.645209209,-12.21621739,18.12375034,10,50,0.314678035,,,,,,,,,,,,,
Northern Mariana Islands,ssp126,2091-2100,Oceania,countries,-0.791316463,-1.710257018,7.242821877,-13.68584276,9.767842391,10,60,0.711253283,,0.144304436,,,,,,,,,,,
Northern Mariana Islands,ssp585,2041-2050,Oceania,countries,-2.077162607,-0.062377686,16.43455192,-24.1657786,22.49239061,10,50,0.314678035,,,,,,,,,,,,,
Northern Mariana Islands,ssp585,2091-2100,Oceania,countries,-0.924764012,4.918449887,47.21620792,-57.64074592,79.21787797,10,50,0.711253283,,,,,,,,,,,,,
Palau,ssp126,2041-2050,Oceania,countries,-12.81141361,-5.00315431,16.36036992,-36.06540861,8.049076742,10,80,0.002772201,,,,,,,,,,,,,
Palau,ssp126,2091-2100,Oceania,countries,-13.11670677,-5.751112173,12.86220767,-30.07741972,3.457820947,10,90,2.11E-15,,0.684516513,,,,,,,,,,,
Palau,ssp585,2041-2050,Oceania,countries,-20.09190028,-17.2989077,12.05508343,-37.81480795,-2.069477858,10,100,0.002772201,,,,,,,,,,,,,
Palau,ssp585,2091-2100,Oceania,countries,-41.57652396,-34.50722483,23.6684688,-75.18912355,-6.473361153,10,100,2.11E-15,,,,,,,,,,,,,
Palmyra Atoll,ssp126,2041-2050,Oceania,countries,-4.288544167,-4.439025644,4.128366489,-8.730186968,4.313187007,10,90,0.213166071,,,,,,,,,,,,,
Palmyra Atoll,ssp126,2091-2100,Oceania,countries,-4.706657479,-4.219342457,4.43629264,-10.9757562,0.450705812,10,80,1.53E-28,,0.852130629,,,,,,,,,,,
Palmyra Atoll,ssp585,2041-2050,Oceania,countries,-5.329310381,-9.518274115,10.82032801,-18.9877715,11.12623712,10,60,0.213166071,,,,,,,,,,,,,
Palmyra Atoll,ssp585,2091-2100,Oceania,countries,-31.82983374,-32.0382974,9.575749291,-45.73272307,-11.53906815,10,100,1.53E-28,,,,,,,,,,,,,
Papua New Guinea,ssp126,2041-2050,Oceania,countries,-12.50458381,-8.928114004,8.81064984,-27.32645175,-3.266571236,10,100,0.031444332,,,,,,,,,,,,,
Papua New Guinea,ssp126,2091-2100,Oceania,countries,-11.25804106,-2.646039937,13.24235579,-31.42001254,1.450259329,10,90,3.32E-27,,0.776807635,,,,,,,,,,,
Papua New Guinea,ssp585,2041-2050,Oceania,countries,-16.52223085,-14.58088339,9.374930904,-34.07977959,-4.247081344,10,100,0.031444332,,,,,,,,,,,,,
Papua New Guinea,ssp585,2091-2100,Oceania,countries,-50.44097742,-53.04944914,19.26463289,-73.18664202,-16.58014082,10,100,3.32E-27,,,,,,,,,,,,,
Pitcairn,ssp126,2041-2050,Oceania,countries,-7.826134574,-6.088237937,6.899347822,-19.84783401,0.073149447,10,90,0.751684603,,,,,,,,,,,,,
Pitcairn,ssp126,2091-2100,Oceania,countries,-4.812933807,-5.309457507,2.767213938,-9.26878617,-0.939594683,10,100,0.072317757,,0.628055623,,,,,,,,,,,
Pitcairn,ssp585,2041-2050,Oceania,countries,-7.858046596,-1.154631502,13.65535031,-33.40864004,8.253180103,10,70,0.751684603,,,,,,,,,,,,,
Pitcairn,ssp585,2091-2100,Oceania,countries,-12.93992892,-1.993543067,26.92136807,-48.48918795,26.36687992,10,60,0.072317757,,,,,,,,,,,,,
Samoa,ssp126,2041-2050,Oceania,countries,-10.93885606,-10.04945367,8.195340528,-22.92004678,-0.201419605,10,100,0.009229588,,,,,,,,,,,,,
